"U01-Q1001-QuangBT::","Cuối thế kỷ XIX vai trò của hệ tư tưởng phong kiến ở Việt Nam trước các nhiệm vụ lịch sử:
Select one:
a. Đã phát huy tác dụng.
b. Còn tính tích cực.
c. Trở thành phản động.
d. Đã lỗi thời.
"
"U01-Q1002-QuangBT::","Cuối thế kỷ XIX tầng lớp tiểu tư sản và tư sản Việt Nam:
Select one:
a. Bước vào phát triển.
b. Mới phát triển.
c. Bắt đầu xuất hiện.
d. Phát triển.
"
"U01-Q1003-QuangBT::","Cuối thế kỷ XIX, đầu thế kỷ XX phong trào yêu nước của nhân dân ta chuyển dần sang:
Select one:
a. Hướng dân chủ tư sản.
b. Độc lập dân tộc.
c. Dân tộc, dân chủ.
d. Dân chủ tiểu tư sản.
"
"U01-Q1007-QuangBT::","Một trong các tiền đề tư tưởng, lý luận của tư tưởng Hồ Chí Minh là giá trị:
Select one:
a. Truyền thống dân tộc.
b. Văn hoá Phục hưng.
c. Nhân ái, thương người.
d. Tinh thần dân tộc.
"
"U01-Q1009-QuangBT::","Một trong các tiền đề tư tưởng, lý luận của tư tưởng Hồ Chí Minh là:
Select one:
a. Chủ nghĩa xã hội.
b. Văn học phương Tây.
c. Văn học phương Đông.
d. Chủ nghĩa Mác-Lênin.
"
"U01-Q1011-QuangBT::","Một trong hai nhân tố chủ quan tác động đến hình thành tư tưởng Hồ Chí Minh là năng lực hoạt động thực tiễn và:
Select one:
a. Phẩm chất đạo đức.
b. Tinh thần yêu nước.
c. Lòng nhân ái.
d. Lòng thương người.
"
"U01-Q1012-QuangBT::","Giai đoạn hình thành tư tưởng yêu nước, chí hướng cứu nước của Nguyễn Aí Quốc là:
Select one:
a. Trước năm 1920.
b. Trước năm 1911.
c. Trước năm 1917.
d. Từ 1921 đến 1930.
"
"U01-Q1013-QuangBT::","Giai đoạn Nguyễn Aí Quốc tìm thấy con đường cứu nước, giải phóng dân tộc là:
Select one:
a. Từ 1920 đến 1930.
b. Trước năm 1920.
c. Từ 1911 đến 1920.
d. Từ 1890 đến 1911.
"
"U01-Q1015-QuangBT::","Giai đoạn tư tưởng Hồ Chí Minh vượt qua thử thách, kiên trì giữ vững lập trường cách mạng:
Select one:
a. Từ 1911 đến 1930.
b. Từ 1930 đến 1945.
c. Từ 1921 đến 1930.
d. Từ 1921 đến 1945.
"
"U01-Q1018-QuangBT::","“Cách mạng ở thuộc địa trước hết là “Dân tộc cách mệnh” đánh đuổi ngoại xâm, giành độc lập, tự do” được Nguyễn Aí Quốc đưa ra vào giai đoạn nào?
Select one:
a. Từ 1921 đến 1930.
b. Từ 1911 đến 1920.
c. Từ 1921 đến 1945.
d. Từ 1930 đến 1945.
"
"U01-Q1020-QuangBT::","Theo chỉ đạo của Quốc tế Cộng sản, Hội nghị Trung ương của Đảng ta, đã ra nghị quyết thủ tiêu Chánh cương và Sách lược vắn tắt của Nguyễn Ái Quốc vào:
Select one:
a. Tháng 2-1930.
b. Tháng 10-1930.
c. Tháng 7-1935.
d. Tháng 8-1941.
"
"U01-Q1021-QuangBT::","Tư tưởng Hồ Chí Minh là có vai trò thế nào cho việc Đảng ta vạch ra đường lối cách mạng đúng đắn?
Select one:
a. Căn cứ pháp lý.
b. Rất quan trọng.
c. Nền tảng vững chắc.
d. Căn cứ thực tiễn.
"
"U01-Q1023-QuangBT::","Từ rất sớm, Hồ Chí Minh đã nhận thức sự biến chuyển của thời đại, đặc điểm thời đại. Người đặt cách mạng giải phóng dân tộc thuộc địa vào phạm trù cách mạng:
Select one:
a. Xã hội chủ nghĩa.
b. Tư sản dân tộc.
c. Dân tộc.
d. Vô sản.
"
